id,Importance,difficult,category1,category2,original,question,explanation,notes1,notes2,notes3,notes4,notes5
585,1,初級,会計,国等の債権債務等の金額の端数計算に関する法律,国等の債権債務等の金額の端数計算に関する法律第２条第３項　国及び公庫等の相互の間における債権又は債務の確定金額の全額が一円未満であるときは、前項の規定にかかわらず、その全額を切り捨てるものとする。,国等の債権債務等の金額の端数計算に関する法律第２条第３項　国及び公庫等の相互の間における債権又は債務の確定金額の全額が一円未満であるときは、前項の規定にかかわらず、その全額を一円として計算する。,「その全額を切り捨てるものとする」を「その全額を一円として計算する」に変更している点が誤り。正しくは「その全額を切り捨てるものとする」である。,2026_08_15,m,-,-,-
605,2,上級,会計,国家公務員宿舎法,国家公務員宿舎法第8条の2第3項　各省各庁の長は、前項の通知を受けた後において、設置計画を変更する必要があると認めるときは、そのつど、政令で定めるところにより、財務大臣に対し、設置計画の変更を求めることができる。,国家公務員宿舎法第8条の2第3項　各省各庁の長は、前項の通知を受けた後において、設置計画を変更する必要があると認めるときは、そのつど、政令で定めるところにより、財務大臣に対し、設置計画の変更を求めなければならない。,「求めることができる」を「求めなければならない」に変更している点が誤り。正しくは「求めることができる」である。,2026_08_15,m,-,-,-
625,1,上級,会計,国家公務員宿舎法,国家公務員宿舎法第16条第3項　被貸与者は、その責に帰すべき事由によりその貸与を受けた宿舎を滅失し、損傷し、又は汚損したときは、遅滞なく、これを原状に回復し、又はその損害を賠償しなければならない。ただし、その滅失、損傷又は汚損が故意又は重大な過失によらない火災に基くものである場合には、この限りでない。,国家公務員宿舎法第16条第3項　被貸与者は、その責に帰すべき事由によりその貸与を受けた宿舎を滅失し、損傷し、又は汚損したときは、遅滞なく、これを原状に回復し、又はその損害を賠償しなければならない。ただし、その滅失、損傷又は汚損が故意又は過失によらない火災に基くものである場合には、この限りでない。,「故意又は重大な過失」を「故意又は過失」に変更している点が誤り。正しくは「故意又は重大な過失」である。,2026_08_15,m,-,-,-
645,2,中級,会計,債権管理事務取扱規則,債権管理事務取扱規則第6条　主任歳入徴収官等又は分任歳入徴収官等が交替するときは、前任の主任歳入徴収官等又は分任歳入徴収官等（歳入徴収官等代理がこれらの事務を代理しているときは、これらの歳入徴収官等代理。以下この条において同じ。）は、引き渡すべき債権管理簿及びその関係書類の名称及び件数並びに法第二十条第一項に規定する担保物及びもつぱら債権又は債権の担保に係る事項の立証に供すべき書類その他の物件の名称及び件数並びに引渡の日付その他必要な事項を記載した引継書を交替の日の前日をもつて作成し、後任の主任歳入徴収官等又は分任歳入徴収官等とともに記名し、当該引継書を債権管理簿に添附して、債権管理簿、関係書類、担保物及び物件を後任の主任歳入徴収官等又は分任歳入徴収官等に引き渡すものとする。ただし、前任の主任歳入徴収官等又は分任歳入徴収官等が交替の手続をすることができない事由があるときは、後任の主任歳入徴収官等又は分任歳入徴収官等が引継書を作成し、これに記名すれば足りる。,債権管理事務取扱規則第6条　主任歳入徴収官等又は分任歳入徴収官等が交替するときは、前任の主任歳入徴収官等又は分任歳入徴収官等（歳入徴収官等代理がこれらの事務を代理しているときは、これらの歳入徴収官等代理。以下この条において同じ。）は、引き渡すべき債権管理簿及びその関係書類の名称及び件数並びに法第二十条第一項に規定する担保物及びもつぱら債権又は債権の担保に係る事項の立証に供すべき書類その他の物件の名称及び件数並びに引渡の日付その他必要な事項を記載した引継書を交替の日をもつて作成し、後任の主任歳入徴収官等又は分任歳入徴収官等とともに記名し、当該引継書を債権管理簿に添附して、債権管理簿、関係書類、担保物及び物件を後任の主任歳入徴収官等又は分任歳入徴収官等に引き渡すものとする。ただし、前任の主任歳入徴収官等又は分任歳入徴収官等が交替の手続をすることができない事由があるときは、後任の主任歳入徴収官等又は分任歳入徴収官等が引継書を作成し、これに記名すれば足りる。,「交替の日の前日」を「交替の日」に変更している点が誤り。正しくは「交替の日の前日」である。,2026_08_15,m,-,-,-
665,1,上級,会計,債権管理事務取扱規則,債権管理事務取扱規則第14条第3項　前項の場合において、日本銀行本店が日本銀行国庫金取扱規程（昭和二十二年大蔵省令第九十三号）第三十四条の規定により振込み又は送金を取り消したことに伴い、歳入徴収官等が日本銀行本店に前項第一号に掲げる書式により納入の告知をするときにおける同項の規定の適用については、同項中「作成して債務者」とあるのは、「作成し、センター支出官（第一号に規定するセンター支出官をいう。）を経由して日本銀行本店」とする。,債権管理事務取扱規則第14条第3項　前項の場合において、日本銀行本店が日本銀行国庫金取扱規程（昭和二十二年大蔵省令第九十三号）第三十五条の規定により振込み又は送金を取り消したことに伴い、歳入徴収官等が日本銀行本店に前項第一号に掲げる書式により納入の告知をするときにおける同項の規定の適用については、同項中「作成して債務者」とあるのは、「作成し、センター支出官（第一号に規定するセンター支出官をいう。）を経由して日本銀行本店」とする。,「第三十四条」を「第三十五条」に変更している点が誤り。正しくは「第三十四条」である。,2026_08_15,m,-,-,-
685,1,中級,会計,債権管理事務取扱規則,債権管理事務取扱規則第27条　歳入徴収官等は、その所掌に属する債権について法第二十一条第一項又は第二項に規定する措置をとる場合には、同条第一項又は第二項の規定に該当する理由、その措置をとることが債権の管理上必要であると認める理由及び当該理由に応じて債務者の業務又は資産に関する状況、債務者の所在その他必要な事項を記載した書類を各省各庁の長に送付してその承認を受けなければならない。ただし、法第三十八条第一項ただし書の規定に該当する場合は、当該書類を作成して直ちにその措置をとることができる。,債権管理事務取扱規則第27条　歳入徴収官等は、その所掌に属する債権について法第二十一条第一項又は第二項に規定する措置をとる場合には、同条第一項又は第二項の規定に該当する理由、その措置をとることが債権の管理上必要であると認める理由及び当該理由に応じて債務者の業務又は資産に関する状況、債務者の所在その他必要な事項を記載した書類を各省各庁の長に送付してその報告をしなければならない。ただし、法第三十八条第一項ただし書の規定に該当する場合は、当該書類を作成して直ちにその措置をとることができる。,「その承認を受けなければならない」を「その報告をしなければならない」に変更している点が誤り。正しくは「その承認を受けなければならない」である。,2026_08_15,m,-,-,-
705,1,中級,会計,債権管理事務取扱規則,債権管理事務取扱規則第39条の2第3項　歳入徴収官等は、出納官吏の取り扱つた支払金の返納金に係る債権（法令の規定により歳入金に係る債権として整理されることとなつたものを除く。）について発した納入告知書又は納付書に記載された年度、所管、会計名、部局等又は項に誤びゆうがあることを発見したときは、直ちに当該返納金に係る出納官吏に対してその旨を通知しなければならない。,債権管理事務取扱規則第39条の2第3項　歳入徴収官等は、出納官吏の取り扱つた支払金の返納金に係る債権（法令の規定により歳入金に係る債権として整理されることとなつたものを除く。）について発した納入告知書又は納付書に記載された年度、所管、会計名、部局等又は項に誤びゆうがあることを発見したときは、直ちに当該返納金に係る官署支出官に対してその旨を通知しなければならない。,「出納官吏に対して」を「官署支出官に対して」に変更している点が誤り。正しくは「出納官吏に対して」である。,2026_08_15,m,-,-,-
725,3,上級,会計,歳入徴収官事務規程,歳入徴収官事務規程第1条の2　予算決算及び会計令（昭和二十二年勅令第百六十五号）第二十七条第二項に規定する財務省令で定める特別の事情がある場合は、債権管理事務取扱規則（昭和三十一年大蔵省令第八十六号）第三十九条の七に規定する場合とする。,歳入徴収官事務規程第1条の2　予算決算及び会計令（昭和二十二年勅令第百六十五号）第二十七条第二項に規定する財務省令で定める特別の事情がある場合は、債権管理事務取扱規則（昭和三十一年大蔵省令第八十六号）第三十九条の八に規定する場合とする。,「第三十九条の七」を「第三十九条の八」に変更している点が誤り。正しくは「第三十九条の七」である。,2026_08_15,m,-,-,-
746,1,中級,会計,歳入徴収官事務規程,歳入徴収官事務規程第12条第2項　歳入徴収官は、第六条第二項の規定により調査決定をしたときは、当該超過額に係る納入告知書を当該超過額を納付すべき私人に送付しなければならない。この場合においては、当該納入告知書の表面余白に「相殺超過額」と記載し又は記録しなければならない。,歳入徴収官事務規程第12条第2項　歳入徴収官は、第六条第二項の規定により調査決定をしたときは、当該超過額に係る納入告知書を当該超過額を納付すべき私人に送付しなければならない。この場合においては、当該納入告知書の表面余白に「相殺額」と記載し又は記録しなければならない。,「相殺超過額」を「相殺額」に変更している点が誤り。正しくは「相殺超過額」である。,2026_08_15,m,-,-,-
766,2,上級,会計,歳入徴収官事務規程,歳入徴収官事務規程第21条の2　歳入徴収官は、債権に係る歳入について保証人に対し納付の請求をするときは、保証人及び債務者の住所及び氏名、歳入科目、納付すべき金額、納付の請求に係る事由、期限及び場所その他納付に関し必要な事項を明らかにした納付書を作成して保証人に送付し、これにより納付すべき旨を保証人に通知するものとする。この場合において、納付期限は、すでに告知をした納付期限と同一の期限とする。,歳入徴収官事務規程第21条の2　歳入徴収官は、債権に係る歳入について保証人に対し納付の請求をするときは、保証人及び債務者の住所及び氏名、歳入科目、納付すべき金額、納付の請求に係る事由、期限及び場所その他納付に関し必要な事項を明らかにした納付書を作成して保証人に送付し、これにより納付すべき旨を保証人に通知するものとする。この場合において、納付期限は、すでに告知をした納付期限と新たに定める期限とする。,「同一の期限」を「新たに定める期限」に変更している点が誤り。正しくは「同一の期限」である。,2026_08_15,m,-,-,-
786,2,初級,会計,歳入徴収官事務規程,歳入徴収官事務規程第34条第6項　本条において「営業日」とは、日本銀行の休日でない日をいう。,歳入徴収官事務規程第34条第6項　本条において「営業日」とは、行政機関の休日でない日をいう。,「日本銀行の休日でない日」を「行政機関の休日でない日」に変更している点が誤り。,2026_08_15,m,-,-,-
806,2,上級,会計,歳入徴収官事務規程,歳入徴収官事務規程第46条の5第3項　指定分任歳入徴収官は、第二十八条第二項又は第三項の規定により歳入徴収官から誤びゆう訂正済の通知があつたときは、直ちに徴収簿に訂正の登記をしなければならない。,歳入徴収官事務規程第46条の5第3項　指定分任歳入徴収官は、第二十八条第二項又は第三項の規定により歳入徴収官から誤びゆう訂正済の通知があつたときは、遅滞なく徴収簿に訂正の登記をしなければならない。,「直ちに」を「遅滞なく」に変更している点が誤り。正しくは「直ちに」である。,2026_08_15,m,-,-,-
826,1,初級,会計,防衛省債権管理事務取扱細則,防衛省債権管理事務取扱細則第1条　防衛省の所掌に属する債権の管理に関する事務の取扱いについては、他の法令に定めるもののほか、この細則の定めるところによる。,防衛省債権管理事務取扱細則第1条　防衛省の所掌に属する債権の管理に関する事務の取扱いについては、他の法令に定めるもののほか、この法律の定めるところによる。,「この細則」を「この法律」に変更している点が誤り。正しくは「この細則」である。,2026_08_15,m,-,-,-
846,1,中級,会計,防衛省債権管理事務取扱細則,防衛省債権管理事務取扱細則第22条第1項　歳入徴収官等が、省令第10条の規定によりその所掌に属する債権について調査、確認した場合に作成する書類は、別記第6号書式（その1）の債権調査確認決議書によるものとする。ただし、合衆国政府受入金債権（諸機関（特別調達資金設置令（昭和26年政令第205号）第1条に規定する諸機関をいう。以下同じ。）を除く。）について調査、確認した場合に作成する書類は、別記第6号書式（その1の2）を使用することができる。,防衛省債権管理事務取扱細則第22条第1項　歳入徴収官等が、省令第10条の規定によりその所掌に属する債権について調査、確認した場合に作成する書類は、別記第6号書式（その2）の債権調査確認決議書によるものとする。ただし、合衆国政府受入金債権（諸機関（特別調達資金設置令（昭和26年政令第205号）第1条に規定する諸機関をいう。以下同じ。）を除く。）について調査、確認した場合に作成する書類は、別記第6号書式（その1の2）を使用することができる。,「別記第6号書式（その1）」を「別記第6号書式（その2）」に変更している点が誤り。正しくは「別記第6号書式（その1）」である。,2026_08_15,m,-,-,-
866,1,中級,会計,防衛省債権管理事務取扱細則,防衛省債権管理事務取扱細則第38条第2項　歳入徴収官等は、前項の規定により徴収停止の取消しを行った場合には、その旨を、大臣に報告しなければならない。,防衛省債権管理事務取扱細則第38条第2項　歳入徴収官等は、前項の規定により徴収停止の取消しを行った場合には、その旨を、大臣に報告することができる。,「報告しなければならない」を「報告することができる」に変更している点が誤り。正しくは「報告しなければならない」である。,2026_08_15,m,-,-,-
886,1,中級,会計,防衛省債権管理事務取扱細則,防衛省債権管理事務取扱細則第57条　歳入徴収官は、日本銀行から第56条第3項に基いて、振替済通知書の送付を受けたときは、歳入徴収官事務規程第54条の3の規定により特定分任歳入徴収官等に対して消滅の通知をするため、当該振替済通知書の回付をすることになっているが、振替をした資金前渡官吏が特定分任歳入徴収官等を兼ねる場合に限り、当該債権の消滅通知は省略することができるものとする。,防衛省債権管理事務取扱細則第57条　歳入徴収官は、日本銀行から第56条第3項に基いて、振替済通知書の送付を受けたときは、歳入徴収官事務規程第54条の3の規定により特定分任歳入徴収官等に対して消滅の通知をするため、当該振替済通知書の回付をすることになっているが、振替をした資金前渡官吏が特定分任歳入徴収官等を兼ねる場合に限り、当該債権の消滅通知は省略しなければならないものとする。,「省略することができる」を「省略しなければならない」に変更している点が誤り。正しくは「省略することができる」である。,2026_08_15,m,-,-,-
907,1,上級,会計,陸上自衛隊債権管理事務取扱規則,陸上自衛隊債権管理事務取扱規則第5条第2項　特定分任歳入徴収官等は、前項の規定により債権の管理事務を引き継ぐときは、次の区分により債権管理簿（債権発生通知書）を処理するものとする。 (１) 食事代等債権については、債権管理簿（債権発生通知書）を３部作成し、１部を控えとし、他の２部を異動先の部隊等の特定分任歳入徴収官等に送付する。 (２) 公務員宿舎使用料債権については、防衛省人事・給与情報システム上の債権管理簿（債権発生通知書）を異動先の部隊等の特定分任歳入徴収官等及び公務員宿舎を管理する業務隊長等に送付する。,陸上自衛隊債権管理事務取扱規則第5条第2項　特定分任歳入徴収官等は、前項の規定により債権の管理事務を引き継ぐときは、次の区分により債権管理簿（債権発生通知書）を処理するものとする。 (１) 食事代等債権については、債権管理簿（債権発生通知書）を２部作成し、１部を控えとし、他の２部を異動先の部隊等の特定分任歳入徴収官等に送付する。 (２) 公務員宿舎使用料債権については、防衛省人事・給与情報システム上の債権管理簿（債権発生通知書）を異動先の部隊等の特定分任歳入徴収官等及び公務員宿舎を管理する業務隊長等に送付する。,「３部作成し」を「２部作成し」に変更している点が誤り。正しくは「３部作成し」である。,2026_08_15,m,-,-,-
927,3,中級,会計,陸上自衛隊被服給与規則,陸上自衛隊被服給与規則第5条第2項　前項の公務の遂行による事故とは、次の各号の一に該当し、かつ、当該陸曹等又は生徒が善良な管理者の注意を怠たらなかった場合をいう。 (１) 出動、災害派遣、地震防災派遣及びその他の部隊行動中の事故 (２) 訓練、演習、試験、実験、土木工事その他管理作業中又は爆発物等危険物処理のときの事故 (３) 公務遂行中（公務旅行中を含む。）乗船した艦船の事故、乗車した車両の事故又は搭乗した航空機の事故 (４) 前各号のほか、公務に起因すると認められる事故,陸上自衛隊被服給与規則第5条第2項　前項の公務の遂行による事故とは、次の各号の一に該当し、かつ、当該陸曹等又は生徒が善良な管理者の注意を怠った場合をいう。 (１) 出動、災害派遣、地震防災派遣及びその他の部隊行動中の事故 (２) 訓練、演習、試験、実験、土木工事その他管理作業中又は爆発物等危険物処理のときの事故 (３) 公務遂行中（公務旅行中を含む。）乗船した艦船の事故、乗車した車両の事故又は搭乗した航空機の事故 (４) 前各号のほか、公務に起因すると認められる事故,「善良な管理者の注意を怠たらなかった」を「善良な管理者の注意を怠った」に変更している点が誤り。正しくは「善良な管理者の注意を怠たらなかった」である。,2026_08_15,m,-,-,-
947,1,中級,会計,陸上自衛隊被服給与規則,陸上自衛隊被服給与規則第13条第4項　俸給支給機関の長は、払込代価について裁定したときは、債権管理規則第８条の規定に基づき特定分任歳入徴収官等に債権発生の通知を行わなければならない。,陸上自衛隊被服給与規則第13条第4項　俸給支給機関の長は、払込代価について裁定したときは、債権管理規則第９条の規定に基づき特定分任歳入徴収官等に債権発生の通知を行わなければならない。,「第８条」を「第９条」に変更している点が誤り。正しくは「第８条」である。,2026_08_15,m,-,-,-
967,2,中級,会計,食事の支給及び給食の実施に関する達,食事の支給及び給食の実施に関する達第12条第5項　災害派遣増加食は、隊員が災害派遣、地震防災派遣及び原子力災害派遣に従事した場合に支給する。,食事の支給及び給食の実施に関する達第12条第5項　災害派遣増加食は、隊員が災害派遣及び地震防災派遣に従事した場合に支給する。,「災害派遣、地震防災派遣及び原子力災害派遣」を「災害派遣及び地震防災派遣」に変更している点が誤り。正しくは「災害派遣、地震防災派遣及び原子力災害派遣」である。,2026_08_15,m,-,-,-
987,1,中級,会計,食事の支給及び給食の実施に関する達,食事の支給及び給食の実施に関する達第24条　部外者食券（別紙第６）の発行は、次の各号による。 (１) 視察見学者の食券は、給食実施機関の長が作成し、収入官吏の対価納付済の検印を受けて喫食者に交付する。 (２) 教育訓練を受ける部外者の食券は、教育訓練を担当する部隊等の長が作成し、収入官吏の対価納付済の検印を受けて喫食者に交付する。 (３) 調達に係る作業従事者の食券は、調達要求部隊等の長が作成し、収入官吏の対価納付済の検印を受けて喫食者に交付する。,食事の支給及び給食の実施に関する達第24条　部外者食券（別紙第６）の発行は、次の各号による。 (１) 視察見学者の食券は、給食実施機関の長が作成し、歳入徴収官の対価納付済の検印を受けて喫食者に交付する。 (２) 教育訓練を受ける部外者の食券は、教育訓練を担当する部隊等の長が作成し、収入官吏の対価納付済の検印を受けて喫食者に交付する。 (３) 調達に係る作業従事者の食券は、調達要求部隊等の長が作成し、収入官吏の対価納付済の検印を受けて喫食者に交付する。,「収入官吏の対価納付済の検印」を「歳入徴収官の対価納付済の検印」に変更している点が誤り。正しくは「収入官吏の対価納付済の検印」である。,2026_08_15,m,-,-,-
1007,2,初級,給与,一般職の職員の給与に関する法律,一般職の職員の給与に関する法律第一条　この法律は、別に法律で定めるものを除き、国家公務員法（昭和二十二年法律第百二十号）第六十四条第一項に規定する給与に関する法律として、国家公務員法第二条に規定する一般職に属する職員（以下「職員」という。）の給与に関する事項を定めることを目的とする。２ この法律の規定は、国家公務員法のいかなる条項をも廃止し、若しくは修正し、又はこれに代わるものではない。この法律の規定が国家公務員法の規定に矛盾する場合においては、その規定は、当然その効力を失う。,一般職の職員の給与に関する法律第一条　この法律は、別に法律で定めるものを除き、国家公務員法（昭和二十二年法律第百二十号）第六十四条第二項に規定する給与に関する法律として、国家公務員法第二条に規定する一般職に属する職員（以下「職員」という。）の給与に関する事項を定めることを目的とする。２ この法律の規定は、国家公務員法のいかなる条項をも廃止し、若しくは修正し、又はこれに代わるものではない。この法律の規定が国家公務員法の規定に矛盾する場合においては、その規定は、当然その効力を失う。,「第一項」を「第二項」に変更している点が誤り。正しくは「第一項」である。,2026_08_15,m,-,-,-
1027,1,中級,給与,一般職の職員の給与に関する法律,一般職の職員の給与に関する法律第八条第11項　１２ 国家公務員法第六十条の二第二項に規定する定年前再任用短時間勤務職員（以下「定年前再任用短時間勤務職員」という。）の俸給月額は、当該定年前再任用短時間勤務職員に適用される俸給表の定年前再任用短時間勤務職員の欄に掲げる基準俸給月額のうち、第三項の規定により当該定年前再任用短時間勤務職員の属する職務の級に応じた額に、勤務時間法第五条第二項の規定により定められた当該定年前再任用短時間勤務職員の勤務時間を同条第一項に規定する勤務時間で除して得た数を乗じて得た額とする。,一般職の職員の給与に関する法律第八条第11項　１２ 国家公務員法第六十条の二第二項に規定する定年前再任用短時間勤務職員（以下「定年前再任用短時間勤務職員」という。）の俸給月額は、当該定年前再任用短時間勤務職員に適用される俸給表の定年前再任用短時間勤務職員の欄に掲げる基準俸給月額のうち、第三項の規定により当該定年前再任用短時間勤務職員の属する職務の級に応じた額に、勤務時間法第五条第二項の規定により定められた当該定年前再任用短時間勤務職員の勤務時間を同条第二項に規定する勤務時間で除して得た数を乗じて得た額とする。,「第一項」を「第二項」に変更している点が誤り。正しくは「第一項」である。,2026_08_15,m,-,-,-
1047,1,上級,給与,一般職の職員の給与に関する法律,一般職の職員の給与に関する法律第十一条の八第3項　４ 前三項の規定により広域異動手当を支給されることとなる職員が、第十一条の三から前条までの規定により地域手当を支給される職員である場合における広域異動手当の支給割合は、前三項の規定による広域異動手当の支給割合から当該地域手当の支給割合を減じた割合とする。この場合において、前三項の規定による広域異動手当の支給割合が当該地域手当の支給割合以下であるときは、広域異動手当は、支給しない。,一般職の職員の給与に関する法律第十一条の八第3項　４ 前三項の規定により広域異動手当を支給されることとなる職員が、第十一条の三から前条までの規定により地域手当を支給される職員である場合における広域異動手当の支給割合は、前三項の規定による広域異動手当の支給割合から当該地域手当の支給割合を減じた割合とする。この場合において、前三項の規定による広域異動手当の支給割合が当該地域手当の支給割合以下であるときは、広域異動手当は、支給する。,「支給しない」を「支給する」に変更している点が誤り。正しくは「支給しない」である。,2026_08_15,m,-,-,-
1068,2,中級,給与,一般職の職員の給与に関する法律,一般職の職員の給与に関する法律第十四条第2項　２ 新たに俸給表の適用を受ける職員となつて特地官署又は準特地官署に在勤することとなつたことに伴つて住居を移転した職員、新たに特地官署又は準特地官署に該当することとなつた官署に在勤する職員でその特地官署又は準特地官署に該当することとなつた日前三年以内に当該官署に異動し、当該異動に伴つて住居を移転したものその他前項の規定による手当を支給される職員との権衡上必要があると認められるものとして人事院規則で定める職員には、人事院規則の定めるところにより、同項の規定に準じて、特地勤務手当に準ずる手当を支給する。,一般職の職員の給与に関する法律第十四条第2項　２ 新たに俸給表の適用を受ける職員となつて特地官署又は準特地官署に在勤することとなつたことに伴つて住居を移転した職員、新たに特地官署又は準特地官署に該当することとなつた官署に在勤する職員でその特地官署又は準特地官署に該当することとなつた日前二年以内に当該官署に異動し、当該異動に伴つて住居を移転したものその他前項の規定による手当を支給される職員との権衡上必要があると認められるものとして人事院規則で定める職員には、人事院規則の定めるところにより、同項の規定に準じて、特地勤務手当に準ずる手当を支給する。,「三年以内」を「二年以内」に変更している点が誤り。正しくは「三年以内」である。,2026_08_15,m,-,-,-
1088,1,中級,給与,一般職の職員の給与に関する法律,一般職の職員の給与に関する法律第十九条の四第4項　５ 行政職俸給表（一）の適用を受ける職員でその職務の級が三級以上であるもの、同表及び指定職俸給表以外の各俸給表の適用を受ける職員で職務の複雑、困難及び責任の度等を考慮してこれに相当する職員として当該各俸給表につき人事院規則で定めるもの並びに指定職俸給表の適用を受ける職員については、前項の規定にかかわらず、同項に規定する合計額に、俸給及び専門スタッフ職調整手当の月額並びにこれらに対する地域手当及び広域異動手当の月額並びに俸給の月額に対する研究員調整手当の月額の合計額に官職の職制上の段階、職務の級等を考慮して人事院規則で定める職員の区分に応じて百分の二十を超えない範囲内で人事院規則で定める割合を乗じて得た額（人事院規則で定める管理又は監督の地位にある職員にあつては、その額に俸給月額に百分の二十五を超えない範囲内で人事院規則で定める割合を乗じて得た額を加算した額）を加算した額を第二項の期末手当基礎額とする。,一般職の職員の給与に関する法律第十九条の四第4項　５ 行政職俸給表（一）の適用を受ける職員でその職務の級が三級以上であるもの、同表及び指定職俸給表以外の各俸給表の適用を受ける職員で職務の複雑、困難及び責任の度等を考慮してこれに相当する職員として当該各俸給表につき人事院規則で定めるもの並びに指定職俸給表の適用を受ける職員については、次項の規定にかかわらず、同項に規定する合計額に、俸給及び専門スタッフ職調整手当の月額並びにこれらに対する地域手当及び広域異動手当の月額並びに俸給の月額に対する研究員調整手当の月額の合計額に官職の職制上の段階、職務の級等を考慮して人事院規則で定める職員の区分に応じて百分の二十を超えない範囲内で人事院規則で定める割合を乗じて得た額（人事院規則で定める管理又は監督の地位にある職員にあつては、その額に俸給月額に百分の二十五を超えない範囲内で人事院規則で定める割合を乗じて得た額を加算した額）を加算した額を第二項の期末手当基礎額とする。,「前項」を「次項」に変更している点が誤り。正しくは「前項」である。,2026_08_15,m,-,-,-
1108,2,中級,給与,一般職の職員の給与に関する法律,一般職の職員の給与に関する法律第二十二条第2項　２ 前項に定める職員以外の常勤を要しない職員については、各庁の長は、常勤の職員の給与との権衡を考慮し、予算の範囲内で、給与を支給する。,一般職の職員の給与に関する法律第二十二条第2項　２ 前項に定める職員以外の常勤を要しない職員については、各庁の長は、常勤の職員の給与との権衡を考慮し、予算の範囲内で、給与を支給しない。,「支給する」を「支給しない」に変更している点が誤り。正しくは「支給する」である。,2026_08_15,m,-,-,-
1128,1,中級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第四条の二第1項　事務官等（特定任期付職員、第一号任期付研究員及び第二号任期付研究員を除く。）の職務は、別表第一並びに一般職給与法別表第一、別表第五、別表第六イ、別表第七、別表第八及び別表第十に定める職務の級又は一般職給与法別表第十一に定める号俸に分類するものとし、その分類の基準となるべき標準的な職務の内容は、政令で定める。,防衛省の職員の給与等に関する法律第四条の二第1項　事務官等（特定任期付職員、第一号任期付研究員及び第二号任期付研究員を除く。）の職務は、別表第一並びに一般職給与法別表第一、別表第五、別表第六イ、別表第七、別表第八及び別表第十に定める職務の級又は一般職給与法別表第十一に定める号俸に分類するものとし、その分類の基準となるべき標準的な職務の内容は、防衛省令で定める。,「政令で定める」を「防衛省令で定める」に変更している点が誤り。正しくは「政令で定める」である。,2026_08_15,m,-,-,-
1148,1,中級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第十一条第2項　前項の場合において、職員が勤務しないときは、政令で定めるところにより特に勤務したものとみなされる場合の外、政令で定めるところにより、俸給を減額して支給する。,防衛省の職員の給与等に関する法律第十一条第2項　前項の場合において、職員が勤務しないときは、防衛省令で定めるところにより特に勤務したものとみなされる場合の外、政令で定めるところにより、俸給を減額して支給する。,「政令で定める」を「防衛省令で定める」に変更している点が誤り。正しくは「政令で定める」である。,2026_08_15,m,-,-,-
1168,1,初級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第十八条第2項　前項の営外手当の額は、月額七千二百七十円とする。,防衛省の職員の給与等に関する法律第十八条第2項　前項の営外手当の額は、月額七千五百円とする。,「七千二百七十円」を「七千五百円」に変更している点が誤り。正しくは「七千二百七十円」である。,2026_08_15,m,-,-,-
1188,2,中級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十二条第13項　防衛大臣は、前二項の規定による措置に関し必要があると認めるときは、その必要と認められる範囲内において、第九項若しくは第十項の規定に違反していると認めるに足りる相当の理由がある者に対し、必要な事項に関し報告を求め、又は職員をして当該者の事務所若しくは事業所に立ち入つて質問し、若しくは帳簿書類その他の物件を検査させることができる。,防衛省の職員の給与等に関する法律第二十二条第13項　内閣総理大臣は、前二項の規定による措置に関し必要があると認めるときは、その必要と認められる範囲内において、第九項若しくは第十項の規定に違反していると認めるに足りる相当の理由がある者に対し、必要な事項に関し報告を求め、又は職員をして当該者の事務所若しくは事業所に立ち入つて質問し、若しくは帳簿書類その他の物件を検査させることができる。,「防衛大臣」を「内閣総理大臣」に変更している点が誤り。正しくは「防衛大臣」である。,2026_08_15,m,-,-,-
1208,1,初級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十四条の二第3項　第一項の単身赴任手当の支給については、一般職給与法第十二条の二の規定を準用する。この場合において、同条中「人事院規則」とあるのは「政令」と、同条第三項中「俸給表の適用を受ける職員」とあるのは「自衛官候補生」と読み替えるものとする。,防衛省の職員の給与等に関する法律第二十四条の二第3項　第一項の単身赴任手当の支給については、一般職給与法第十二条の二の規定を適用しない。この場合において、同条中「人事院規則」とあるのは「政令」と、同条第三項中「俸給表の適用を受ける職員」とあるのは「自衛官候補生」と読み替えるものとする。,「準用する」を「適用しない」に変更している点が誤り。正しくは「準用する」である。,2026_08_15,m,-,-,-
